"work_id","work_title","source_ref","anchor_id","translation","translator_notes","status"
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:37:1","orot-ha-kodesh-1-1-37-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:38:1","orot-ha-kodesh-1-1-38-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:39:1","orot-ha-kodesh-1-1-39-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:40:1","orot-ha-kodesh-1-1-40-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:41:1","orot-ha-kodesh-1-1-41-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:42:1","orot-ha-kodesh-1-1-42-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:43:1","orot-ha-kodesh-1-1-43-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:44:1","orot-ha-kodesh-1-1-44-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:45:1","orot-ha-kodesh-1-1-45-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:46:1","orot-ha-kodesh-1-1-46-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:47:1","orot-ha-kodesh-1-1-47-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:48:1","orot-ha-kodesh-1-1-48-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:49:1","orot-ha-kodesh-1-1-49-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:50:1","orot-ha-kodesh-1-1-50-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:51:1","orot-ha-kodesh-1-1-51-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:52:1","orot-ha-kodesh-1-1-52-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:53:1","orot-ha-kodesh-1-1-53-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:54:1","orot-ha-kodesh-1-1-54-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:55:1","orot-ha-kodesh-1-1-55-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:56:1","orot-ha-kodesh-1-1-56-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:57:1","orot-ha-kodesh-1-1-57-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:58:1","orot-ha-kodesh-1-1-58-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:59:1","orot-ha-kodesh-1-1-59-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:60:1","orot-ha-kodesh-1-1-60-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:61:1","orot-ha-kodesh-1-1-61-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:62:1","orot-ha-kodesh-1-1-62-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:63:1","orot-ha-kodesh-1-1-63-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:64:1","orot-ha-kodesh-1-1-64-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:65:1","orot-ha-kodesh-1-1-65-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:66:1","orot-ha-kodesh-1-1-66-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:67:1","orot-ha-kodesh-1-1-67-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:68:1","orot-ha-kodesh-1-1-68-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:69:1","orot-ha-kodesh-1-1-69-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:70:1","orot-ha-kodesh-1-1-70-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:71:1","orot-ha-kodesh-1-1-71-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:72:1","orot-ha-kodesh-1-1-72-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:73:1","orot-ha-kodesh-1-1-73-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:74:1","orot-ha-kodesh-1-1-74-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:75:1","orot-ha-kodesh-1-1-75-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:76:1","orot-ha-kodesh-1-1-76-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:77:1","orot-ha-kodesh-1-1-77-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:78:1","orot-ha-kodesh-1-1-78-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:79:1","orot-ha-kodesh-1-1-79-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:80:1","orot-ha-kodesh-1-1-80-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:81:1","orot-ha-kodesh-1-1-81-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:82:1","orot-ha-kodesh-1-1-82-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:83:1","orot-ha-kodesh-1-1-83-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:84:1","orot-ha-kodesh-1-1-84-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:85:1","orot-ha-kodesh-1-1-85-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:86:1","orot-ha-kodesh-1-1-86-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:87:1","orot-ha-kodesh-1-1-87-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:88:1","orot-ha-kodesh-1-1-88-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:89:1","orot-ha-kodesh-1-1-89-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:90:1","orot-ha-kodesh-1-1-90-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:91:1","orot-ha-kodesh-1-1-91-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:92:1","orot-ha-kodesh-1-1-92-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:93:1","orot-ha-kodesh-1-1-93-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:94:1","orot-ha-kodesh-1-1-94-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:95:1","orot-ha-kodesh-1-1-95-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:96:1","orot-ha-kodesh-1-1-96-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:97:1","orot-ha-kodesh-1-1-97-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:98:1","orot-ha-kodesh-1-1-98-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:99:1","orot-ha-kodesh-1-1-99-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:100:1","orot-ha-kodesh-1-1-100-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:101:1","orot-ha-kodesh-1-1-101-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:102:1","orot-ha-kodesh-1-1-102-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:103:1","orot-ha-kodesh-1-1-103-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:104:1","orot-ha-kodesh-1-1-104-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:105:1","orot-ha-kodesh-1-1-105-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:106:1","orot-ha-kodesh-1-1-106-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:107:1","orot-ha-kodesh-1-1-107-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:108:1","orot-ha-kodesh-1-1-108-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:109:1","orot-ha-kodesh-1-1-109-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:110:1","orot-ha-kodesh-1-1-110-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:111:1","orot-ha-kodesh-1-1-111-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:112:1","orot-ha-kodesh-1-1-112-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:113:1","orot-ha-kodesh-1-1-113-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:115:1","orot-ha-kodesh-1-1-115-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:116:1","orot-ha-kodesh-1-1-116-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:117:1","orot-ha-kodesh-1-1-117-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:118:1","orot-ha-kodesh-1-1-118-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:119:1","orot-ha-kodesh-1-1-119-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:120:1","orot-ha-kodesh-1-1-120-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:121:1","orot-ha-kodesh-1-1-121-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:122:1","orot-ha-kodesh-1-1-122-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:123:1","orot-ha-kodesh-1-1-123-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:124:1","orot-ha-kodesh-1-1-124-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:125:1","orot-ha-kodesh-1-1-125-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:126:1","orot-ha-kodesh-1-1-126-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:127:1","orot-ha-kodesh-1-1-127-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:128:1","orot-ha-kodesh-1-1-128-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:129:1","orot-ha-kodesh-1-1-129-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:130:1","orot-ha-kodesh-1-1-130-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:131:1","orot-ha-kodesh-1-1-131-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:132:1","orot-ha-kodesh-1-1-132-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:133:1","orot-ha-kodesh-1-1-133-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:134:1","orot-ha-kodesh-1-1-134-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:135:1","orot-ha-kodesh-1-1-135-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:136:1","orot-ha-kodesh-1-1-136-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:137:1","orot-ha-kodesh-1-1-137-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 1:1:138:1","orot-ha-kodesh-1-1-138-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:1:1:1","orot-ha-kodesh-3-1-1-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:1:1:2","orot-ha-kodesh-3-1-1-2","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:1:1:3","orot-ha-kodesh-3-1-1-3","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:1:1:4","orot-ha-kodesh-3-1-1-4","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:1:1:5","orot-ha-kodesh-3-1-1-5","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:1:1:6","orot-ha-kodesh-3-1-1-6","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:1:1:7","orot-ha-kodesh-3-1-1-7","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:1:1:8","orot-ha-kodesh-3-1-1-8","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:1:1:9","orot-ha-kodesh-3-1-1-9","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:1:1:10","orot-ha-kodesh-3-1-1-10","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:1:1:11","orot-ha-kodesh-3-1-1-11","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:1:1:12","orot-ha-kodesh-3-1-1-12","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:1:1:13","orot-ha-kodesh-3-1-1-13","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:1:1:14","orot-ha-kodesh-3-1-1-14","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:1:1:15","orot-ha-kodesh-3-1-1-15","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:1:1:16","orot-ha-kodesh-3-1-1-16","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:1:1:17","orot-ha-kodesh-3-1-1-17","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:1:1:18","orot-ha-kodesh-3-1-1-18","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:1:1","orot-ha-kodesh-3-2-1-1","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:1:2","orot-ha-kodesh-3-2-1-2","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:1:3","orot-ha-kodesh-3-2-1-3","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:1:4","orot-ha-kodesh-3-2-1-4","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:1:5","orot-ha-kodesh-3-2-1-5","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:1:6","orot-ha-kodesh-3-2-1-6","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:1:7","orot-ha-kodesh-3-2-1-7","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:1:8","orot-ha-kodesh-3-2-1-8","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:1:9","orot-ha-kodesh-3-2-1-9","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:1:10","orot-ha-kodesh-3-2-1-10","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:1:11","orot-ha-kodesh-3-2-1-11","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:1:12","orot-ha-kodesh-3-2-1-12","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:1:13","orot-ha-kodesh-3-2-1-13","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:1:14","orot-ha-kodesh-3-2-1-14","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:2:15","orot-ha-kodesh-3-2-2-15","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:2:16","orot-ha-kodesh-3-2-2-16","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:2:17","orot-ha-kodesh-3-2-2-17","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:2:18","orot-ha-kodesh-3-2-2-18","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:2:19","orot-ha-kodesh-3-2-2-19","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:2:20","orot-ha-kodesh-3-2-2-20","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:2:21","orot-ha-kodesh-3-2-2-21","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:2:22","orot-ha-kodesh-3-2-2-22","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:2:23","orot-ha-kodesh-3-2-2-23","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:2:24","orot-ha-kodesh-3-2-2-24","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:2:25","orot-ha-kodesh-3-2-2-25","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:2:26","orot-ha-kodesh-3-2-2-26","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:2:27","orot-ha-kodesh-3-2-2-27","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:2:28","orot-ha-kodesh-3-2-2-28","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:3:29","orot-ha-kodesh-3-2-3-29","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:3:30","orot-ha-kodesh-3-2-3-30","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:3:31","orot-ha-kodesh-3-2-3-31","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:3:32","orot-ha-kodesh-3-2-3-32","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:3:33","orot-ha-kodesh-3-2-3-33","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:3:34","orot-ha-kodesh-3-2-3-34","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:3:35","orot-ha-kodesh-3-2-3-35","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:3:36","orot-ha-kodesh-3-2-3-36","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:3:37","orot-ha-kodesh-3-2-3-37","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:3:38","orot-ha-kodesh-3-2-3-38","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:3:39","orot-ha-kodesh-3-2-3-39","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:3:40","orot-ha-kodesh-3-2-3-40","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:3:41","orot-ha-kodesh-3-2-3-41","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:3:42","orot-ha-kodesh-3-2-3-42","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:3:43","orot-ha-kodesh-3-2-3-43","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:3:44","orot-ha-kodesh-3-2-3-44","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:3:45","orot-ha-kodesh-3-2-3-45","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:3:46","orot-ha-kodesh-3-2-3-46","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:3:47","orot-ha-kodesh-3-2-3-47","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:3:48","orot-ha-kodesh-3-2-3-48","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:3:49","orot-ha-kodesh-3-2-3-49","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:3:50","orot-ha-kodesh-3-2-3-50","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:3:51","orot-ha-kodesh-3-2-3-51","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:3:52","orot-ha-kodesh-3-2-3-52","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:3:53","orot-ha-kodesh-3-2-3-53","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:3:54","orot-ha-kodesh-3-2-3-54","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:3:55","orot-ha-kodesh-3-2-3-55","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:3:56","orot-ha-kodesh-3-2-3-56","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:4:57","orot-ha-kodesh-3-2-4-57","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:4:58","orot-ha-kodesh-3-2-4-58","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:4:59","orot-ha-kodesh-3-2-4-59","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:4:60","orot-ha-kodesh-3-2-4-60","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:4:61","orot-ha-kodesh-3-2-4-61","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:4:62","orot-ha-kodesh-3-2-4-62","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:4:63","orot-ha-kodesh-3-2-4-63","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:4:64","orot-ha-kodesh-3-2-4-64","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:4:65","orot-ha-kodesh-3-2-4-65","","",""
"orot-ha-kodesh","Orot HaKodesh","Orot HaKodesh 3:2:4:66","orot-ha-kodesh-3-2-4-66","","",""
